id,year_birth,education,marital_status,income,kidhome,teenhome,dt_customer,recency,mntwines,mntfruits,mntmeatproducts,mntfishproducts,mntsweetproducts,mntgoldprods,numdealspurchases,numwebpurchases,numcatalogpurchases,numstorepurchases,numwebvisitsmonth,acceptedcmp3,acceptedcmp4,acceptedcmp5,acceptedcmp1,acceptedcmp2,complain,z_costcontact,z_revenue,response
456,1986,2n Cycle,Married,7500.0,1,0,2013-07-02,96,1,11,5,4,6,9,2,2,0,3,8,0,0,0,0,0,0,3,11,0
5012,1989,Graduation,Married,28691.0,1,0,2013-04-07,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,3,11,0
5029,1946,Graduation,Married,18100.0,0,0,2013-06-08,14,3,1,2,4,3,1,1,0,0,3,5,0,0,0,0,0,0,3,11,0
5954,1972,Master,Divorced,42618.0,1,0,2013-09-10,92,76,14,74,13,5,10,2,5,0,4,8,0,0,0,0,0,0,3,11,0
2541,1976,Graduation,Married,24027.0,1,0,2013-09-06,7,14,7,11,11,0,5,2,2,0,3,8,0,0,0,0,0,0,3,11,0
2276,1955,Graduation,Single,57959.0,0,1,2013-02-05,71,430,16,322,43,24,33,5,4,7,11,3,0,0,0,0,0,0,3,11,0
6131,1980,2n Cycle,Married,70829.0,1,1,2013-01-12,87,141,70,106,72,19,23,2,4,2,8,3,0,0,0,0,0,0,3,11,0
6233,1976,Graduation,Married,65991.0,0,1,2012-07-09,21,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,3,11,0
3225,1984,Master,Married,42207.0,1,0,2013-01-04,71,116,11,72,3,17,46,4,4,1,5,6,1,0,0,0,0,0,3,11,1
1992,1964,Graduation,Married,60597.0,0,1,2014-01-01,2,522,0,257,32,16,66,4,2,2,8,7,0,0,0,1,0,0,3,11,1
2416,1969,PhD,Single,66582.0,0,0,2014-03-03,83,789,25,420,16,38,0,1,2,8,9,1,0,0,0,0,0,0,3,11,0
9697,1951,Graduation,Married,53790.0,0,2,2014-06-03,86,335,42,127,28,5,5,3,7,2,8,6,0,0,0,0,0,0,3,11,0
1581,1980,Graduation,Married,37406.0,1,0,2013-10-10,18,2,0,8,2,2,3,1,1,0,2,8,0,0,0,0,0,0,3,11,1
564,1981,PhD,Together,56937.0,1,0,2012-04-08,81,746,8,125,11,8,8,7,8,6,9,6,0,1,0,0,0,0,3,11,1
6619,1978,Graduation,Married,38415.0,1,1,2013-02-01,91,22,1,13,4,0,4,2,1,0,3,7,0,0,0,0,0,0,3,11,0
916,1972,PhD,Single,41644.0,1,1,2014-09-05,67,20,3,4,2,0,2,2,1,0,3,3,0,0,0,0,0,0,3,11,0
5154,1972,Master,Divorced,37760.0,1,0,2013-11-08,54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,3,11,0
9286,1960,Master,Together,83151.0,0,0,2012-10-10,93,407,28,100,120,74,18,1,5,9,4,3,0,0,0,0,0,0,3,11,0
22,1976,Graduation,Divorced,46310.0,1,0,2012-03-12,99,185,2,88,15,5,14,2,6,1,5,8,0,0,0,0,0,0,3,11,0
9426,1964,Master,Single,58308.0,0,1,2013-12-01,77,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,3,11,0
8737,1978,Graduation,Divorced,55563.0,0,1,2014-05-04,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,3,11,0
466,1944,Graduation,Married,65275.0,0,0,2013-03-04,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,3,11,0
9135,1950,Graduation,Together,27203.0,1,1,2012-06-08,92,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,3,11,0
4945,1953,Graduation,Widow,53653.0,0,0,2012-07-11,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,3,11,0
10584,1976,Graduation,Married,65665.0,0,1,2013-02-12,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,3,11,0
182,1946,PhD,Together,44124.0,0,1,2013-11-05,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,3,11,0
11025,1961,Graduation,Married,36443.0,1,1,2013-03-02,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,3,11,0
3711,1944,Master,Married,80184.0,0,0,2014-01-03,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,3,11,0
2532,1987,Master,Single,73454.0,0,0,2014-01-03,95,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,3,11,0
35,1987,Graduation,Married,25545.0,1,0,2012-08-09,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,3,11,1
2258,1986,Graduation,Married,32880.0,1,0,2012-04-12,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0
713,1977,Master,Married,50353.0,0,0,2014-08-06,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,3,11,0
4702,1964,Graduation,Single,61839.0,0,0,2012-12-08,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,3,11,0
3281,1960,PhD,Married,49154.0,1,1,2013-03-11,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,3,11,0
10741,1951,Master,Together,47352.0,0,1,2013-11-04,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,3,11,0
11096,1952,2n Cycle,Together,57247.0,0,1,2013-08-08,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,3,11,0
3665,1977,2n Cycle,Together,25315.0,1,0,2013-07-11,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,3,11,0
10591,1969,Graduation,Widow,43638.0,0,1,2012-06-08,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,3,11,0
5547,1982,PhD,Married,84169.0,0,0,2013-07-08,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,3,11,1
7822,1976,Graduation,Together,54058.0,0,1,2013-04-06,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,3,11,0
8541,1990,2n Cycle,Married,24683.0,1,0,2014-08-03,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,3,11,0
10955,1964,Graduation,Widow,85620.0,0,0,2014-07-01,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,3,11,1
4368,1980,Graduation,Married,47850.0,1,0,2013-03-12,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,3,11,0
5371,1989,Graduation,Single,21474.0,1,0,2014-08-04,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,3,11,1
9240,1971,PhD,Single,60504.0,0,1,2014-07-02,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,3,11,0
9504,1949,Master,Married,81698.0,0,0,2013-06-11,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,3,11,1
8692,1952,Graduation,Together,43462.0,1,1,2012-12-09,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,3,11,0
448,1978,PhD,Single,54880.0,1,0,2013-01-03,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,3,11,0
8314,1982,Graduation,Married,79908.0,0,0,2013-05-04,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,3,11,0
8420,1970,2n Cycle,Married,15315.0,0,0,2013-03-08,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,3,11,0
7685,1978,Graduation,Married,33039.0,1,0,2013-09-09,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,3,11,0
10232,1963,PhD,Divorced,48799.0,0,1,2013-05-11,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,3,11,0
4184,1950,PhD,Together,52157.0,0,1,2014-07-06,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,3,11,0
9120,1962,Graduation,Single,66565.0,0,1,2012-05-12,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,3,11,0
891,1951,Master,Together,29298.0,1,1,2013-07-09,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,3,11,0
10381,1979,Graduation,Single,47691.0,0,1,2013-05-07,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0
3525,1970,Graduation,Together,38200.0,1,1,2012-07-12,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0
6818,1974,Graduation,Married,44989.0,0,1,2012-12-09,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,3,11,0
1029,1970,PhD,Together,64413.0,0,1,2013-01-08,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,3,11,0
7369,1981,Master,Married,36959.0,1,0,2013-02-10,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,3,11,0
8159,1968,Graduation,Married,51287.0,1,1,2014-01-04,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,3,11,0
5253,1956,Master,Together,54603.0,1,1,2013-09-07,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,3,11,0
5966,1974,PhD,Married,45207.0,1,1,2012-10-11,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,3,11,0
5756,1983,Graduation,Together,39453.0,1,0,2014-03-04,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,3,11,0
3710,1984,PhD,Single,39684.0,1,0,2012-12-10,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,3,11,1
7627,1975,Master,Married,92163.0,0,0,2012-12-12,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,3,11,1
4501,1965,Master,Single,69882.0,0,0,2013-10-11,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,3,11,0
3075,1972,PhD,Married,59973.0,0,0,2013-11-09,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,3,11,0
6919,1978,2n Cycle,Married,26224.0,1,0,2013-04-06,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,3,11,0
895,1948,PhD,Married,61467.0,0,2,2012-09-12,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,3,11,0
7232,1973,Graduation,Widow,42429.0,0,1,2014-11-02,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,3,11,0
8477,1956,Graduation,Divorced,26150.0,2,1,2013-11-03,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0
988,1965,Graduation,Married,81168.0,0,0,2014-07-05,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,3,11,0
6682,1973,Basic,Married,18978.0,1,0,2012-11-12,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,3,11,0
10299,1969,PhD,Single,48240.0,0,0,2012-09-11,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,3,11,1
8953,1965,Master,Single,35791.0,2,1,2013-06-05,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,3,11,0
1503,1976,PhD,Together,162397.0,1,1,2013-03-06,31,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,3,11,0
2782,1961,PhD,Married,54456.0,0,1,2013-11-07,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,3,11,0
10972,1949,Graduation,Widow,72298.0,0,0,2014-10-03,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,3,11,0
6583,1955,2n Cycle,Married,72635.0,0,0,2013-03-06,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,3,11,0
10156,1975,Graduation,Single,84196.0,0,1,2013-03-06,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,3,11,0
3469,1977,PhD,Divorced,34487.0,1,1,2012-06-09,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,3,11,0
8461,1962,Graduation,Divorced,46102.0,2,1,2014-10-03,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0
6945,1952,Graduation,Single,84574.0,0,0,2013-04-06,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,3,11,0
944,1962,Graduation,Married,56181.0,0,1,2013-08-01,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,3,11,0
701,1971,Graduation,Married,73691.0,0,1,2013-06-11,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,3,11,0
3856,1960,Graduation,Together,63381.0,0,1,2012-05-10,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,3,11,0
2942,1964,Graduation,Single,45906.0,0,1,2013-07-05,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,3,11,0
1173,1947,Master,Together,77632.0,0,0,2013-10-03,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,3,11,1
6661,1974,Graduation,Married,67445.0,0,1,2012-12-08,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,3,11,0
3277,1955,Graduation,Divorced,49431.0,0,1,2012-03-08,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,3,11,0
5555,1975,Graduation,Divorced,153924.0,0,0,2014-07-02,81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,11,0
2564,1953,Graduation,Together,61278.0,0,1,2014-04-01,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,3,11,0
55,1963,Graduation,Together,56253.0,0,1,2012-07-12,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,3,11,0
1777,1980,Basic,Married,25965.0,0,0,2012-07-09,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,3,11,0
8162,1956,Master,Together,14661.0,0,0,2013-01-01,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,3,11,0
11007,1968,PhD,Married,29187.0,1,0,2013-09-05,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0
7426,1971,2n Cycle,Married,54690.0,1,1,2013-07-11,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,3,11,0
10379,1962,Master,Single,59247.0,0,2,2013-08-11,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,3,11,0
9204,1970,Graduation,Widow,66731.0,0,1,2012-12-09,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,3,11,0
2920,1975,PhD,Single,52614.0,0,1,2012-01-12,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,3,11,0
9937,1979,Graduation,Single,70337.0,0,0,2014-02-01,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,3,11,0
10142,1976,PhD,Divorced,66476.0,0,1,2013-07-03,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,3,11,0
9826,1972,PhD,Single,86857.0,0,0,2012-12-09,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,3,11,1
1501,1982,PhD,Married,160803.0,0,0,2012-04-08,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,0,0,0,0,3,11,0
7230,1960,PhD,Divorced,50611.0,0,1,2012-04-10,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,3,11,1
450,1958,Master,Together,42315.0,0,1,2013-12-07,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,3,11,0
9316,1952,Basic,Together,13084.0,0,0,2013-02-11,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,3,11,0
2868,1949,PhD,Single,26518.0,1,1,2013-08-04,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,3,11,1
10888,1961,Graduation,Single,45938.0,0,0,2013-03-11,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,3,11,0
1277,1960,Graduation,Together,78468.0,0,0,2014-09-04,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,3,11,0
10196,1978,Graduation,Married,71427.0,2,0,2014-12-03,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,3,11,0
6384,1978,Graduation,Divorced,71022.0,0,1,2014-11-02,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,3,11,0
6988,1986,Graduation,Married,71952.0,1,0,2013-10-01,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,3,11,0
6991,1951,Graduation,Divorced,43185.0,0,1,2013-10-04,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,3,11,0
4301,1971,Master,Married,35178.0,1,0,2013-10-01,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,3,11,1
1940,1986,Graduation,Married,25252.0,1,0,2013-12-07,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,3,11,0
6969,1982,Graduation,Together,50272.0,1,0,2013-07-08,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,3,11,0
10479,1975,PhD,Married,76618.0,0,0,2012-07-12,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,3,11,0
1715,1978,Graduation,Together,25851.0,1,0,2013-11-02,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,3,11,0
4990,1954,Graduation,Married,59111.0,0,0,2013-02-05,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,3,11,0
4692,1976,Graduation,Married,7500.0,1,0,2012-01-08,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,0,3,11,1
7212,1966,Graduation,Married,44794.0,0,1,2014-08-06,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,3,11,0
11171,1965,Master,Married,56962.0,2,1,2013-11-10,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,3,11,0
610,1953,PhD,Together,53593.0,1,1,2012-07-08,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,3,11,0
9384,1978,Graduation,Married,66373.0,1,1,2013-12-06,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,3,11,0
10430,1973,Graduation,Divorced,89694.0,1,1,2013-09-10,22,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,0,3,11,0
6255,1952,Master,Together,70545.0,0,1,2014-03-06,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,3,11,0
5564,1969,Graduation,Together,62882.0,0,1,2012-09-08,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,3,11,0
7458,1956,Master,Together,34941.0,1,1,2013-06-03,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,3,11,0
5237,1950,PhD,Single,48767.0,1,2,2014-01-01,79,28,1,21,3,0,10,3,2,1,3,5,0,0,0,0,0,0,3,11,0
7761,1978,2n Cycle,Together,38702.0,1,0,2013-01-08,71,13,11,24,13,8,40,2,3,0,4,6,0,0,0,0,0,0,3,11,0
3560,1952,Graduation,Together,83844.0,0,0,2013-12-05,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,3,11,0
7235,1975,2n Cycle,Married,17003.0,1,0,2013-09-12,37,2,5,12,4,8,7,3,2,0,4,5,0,0,0,0,0,0,3,11,0
10548,1995,Graduation,Single,71163.0,0,0,2014-09-03,30,283,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0,0,3,11,0
7938,1958,PhD,Together,51518.0,0,1,2013-03-10,92,350,8,66,17,4,4,2,3,2,10,3,0,0,0,0,0,0,3,11,0
7723,1979,Graduation,Together,75507.0,0,0,2014-02-05,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,3,11,0
3870,1978,2n Cycle,Together,63855.0,0,0,2013-09-02,28,359,35,314,93,116,89,1,7,3,13,4,0,0,0,0,0,0,3,11,0
4012,1972,PhD,Together,62220.0,0,1,2012-11-08,55,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,0,3,11,1
6488,1959,PhD,Married,38829.0,0,1,2014-06-04,86,76,0,7,0,0,16,1,3,2,2,5,0,0,0,0,0,0,3,11,0
10270,1981,2n Cycle,Married,35523.0,1,0,2013-03-10,8,11,5,22,12,5,11,2,3,0,3,7,0,0,0,0,0,0,3,11,0
7573,1978,PhD,Single,31626.0,1,0,2013-10-05,12,39,1,9,2,1,34,1,2,1,2,7,1,0,0,0,0,0,3,11,1
5331,1977,Graduation,Married,74985.0,0,0,2012-11-09,8,587,51,898,247,0,86,1,3,6,7,2,0,0,0,0,0,0,3,11,0
1911,1987,Graduation,Together,67430.0,0,0,2012-05-09,6,595,97,291,127,133,121,1,11,5,12,6,0,0,0,0,0,0,3,11,0
20,1965,2n Cycle,Married,46891.0,0,1,2013-01-09,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,3,11,0
10582,1979,Graduation,Married,72063.0,0,1,2013-03-07,3,180,32,348,76,32,90,2,5,2,12,2,0,0,0,0,0,0,3,11,0
1915,1951,PhD,Married,78939.0,0,0,2013-12-12,57,794,115,243,150,0,205,1,8,5,6,3,0,0,0,0,0,0,3,11,0
4303,1957,PhD,Together,6835.0,0,1,2012-08-12,76,107,2,12,2,2,12,0,0,0,1,20,0,0,0,0,0,0,3,11,0
6825,1953,Graduation,Together,41452.0,1,1,2013-06-03,86,13,0,3,0,0,0,1,1,0,2,7,0,0,0,0,0,0,3,11,0
10736,1971,Graduation,Single,72258.0,0,1,2013-12-09,28,522,0,522,227,120,134,2,6,9,5,2,0,0,0,0,0,0,3,11,0
3194,1974,PhD,Single,71466.0,0,0,2014-05-04,86,412,12,546,78,182,0,1,4,4,10,1,0,0,0,0,0,0,3,11,0
49,1970,Graduation,Single,20587.0,1,0,2014-11-05,39,2,3,6,4,1,9,1,1,1,2,7,0,0,0,0,0,0,3,11,0
6299,1968,PhD,Divorced,42564.0,0,1,2013-02-01,28,324,48,186,39,18,198,6,6,8,4,7,1,0,0,0,0,0,3,11,1
347,1976,Graduation,Divorced,40780.0,0,1,2012-08-09,30,229,27,71,13,3,34,4,7,1,5,9,0,0,0,0,0,0,3,11,0
10446,1957,PhD,Married,82017.0,0,0,2012-07-11,58,184,23,446,30,23,23,1,5,4,7,2,0,1,1,1,0,0,3,11,1
4442,1961,Graduation,Single,46524.0,0,1,2013-05-04,70,31,19,35,26,14,52,2,1,1,5,3,0,0,0,0,0,0,3,11,0
3749,1973,Graduation,Together,73926.0,0,0,2013-02-03,54,627,91,597,159,91,15,1,6,5,12,3,0,0,0,0,0,0,3,11,0
9930,1944,PhD,Single,82716.0,0,0,2013-05-11,8,606,148,228,15,148,22,1,6,8,13,2,0,0,0,0,0,0,3,11,0
3483,1958,Graduation,Married,48192.0,0,0,2013-06-04,76,1039,43,204,153,58,29,3,2,8,12,8,0,1,0,1,1,0,3,11,1
4599,1976,Master,Married,49681.0,0,2,2013-04-11,66,411,0,26,0,0,21,6,7,1,7,7,0,0,0,0,0,0,3,11,0
9145,1972,Graduation,Single,72504.0,0,1,2013-06-04,43,604,26,470,123,161,94,2,5,9,6,2,0,0,0,0,0,0,3,11,0
3732,1955,Master,Married,52750.0,0,1,2013-04-02,72,393,0,239,90,69,69,6,5,7,9,4,0,0,0,0,0,0,3,11,0
11176,1970,PhD,Together,65968.0,0,1,2014-12-05,12,376,9,83,19,4,4,2,5,4,7,3,0,0,0,0,0,0,3,11,0
2986,1976,Graduation,Married,30772.0,1,1,2014-12-03,89,7,2,4,2,1,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0
7034,1978,2n Cycle,Married,25804.0,1,0,2013-01-09,34,8,7,9,13,6,12,2,2,0,3,8,0,0,0,0,0,0,3,11,0
9493,1980,PhD,Single,76412.0,0,0,2013-05-05,15,840,53,804,23,71,17,1,5,4,8,3,0,0,1,1,0,0,3,11,1
1143,1972,Graduation,Married,22063.0,1,0,2013-08-08,43,7,10,13,3,11,11,2,2,0,3,7,0,0,0,0,0,0,3,11,0
9499,1954,Graduation,Married,93404.0,1,2,2013-07-05,97,1279,15,287,20,0,15,3,3,4,7,5,0,1,1,0,0,0,3,11,0
6768,1962,Graduation,Divorced,37859.0,1,2,2013-12-01,75,22,1,8,2,1,2,2,1,0,3,8,0,0,0,0,0,0,3,11,0
2150,1958,PhD,Widow,80995.0,0,1,2013-11-05,83,860,28,409,73,56,56,1,8,9,4,4,0,0,0,0,0,0,3,11,0
6646,1984,Graduation,Together,16529.0,1,0,2014-01-03,23,3,0,5,13,0,1,1,1,0,3,6,0,0,0,0,0,0,3,11,0
8560,1992,Graduation,Single,48789.0,0,0,2012-10-09,94,351,16,156,7,5,145,1,6,4,7,6,0,0,0,0,0,0,3,11,0
3321,1967,PhD,Together,56575.0,0,2,2013-05-05,42,421,5,90,0,16,10,3,7,3,7,5,0,0,0,0,0,0,3,11,0
11003,1980,2n Cycle,Together,25130.0,1,0,2013-02-10,10,2,5,7,0,18,18,2,2,0,3,7,0,0,0,0,0,0,3,11,0
10856,1980,2n Cycle,Single,45889.0,0,1,2013-02-07,42,31,0,6,0,1,8,1,1,0,3,6,0,0,0,0,0,0,3,11,0
4186,1950,Graduation,Together,34026.0,1,1,2013-05-08,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,3,11,0
3312,1988,Graduation,Single,34176.0,1,0,2014-12-05,12,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,3,11,0
11121,1981,Graduation,Married,19419.0,1,0,2012-10-11,76,2,14,28,16,3,7,4,4,0,3,9,0,0,0,0,0,0,3,11,0
10262,1980,Graduation,Married,15072.0,2,0,2013-10-05,96,8,2,15,0,10,18,4,3,1,3,5,0,0,0,0,0,0,3,11,0
9477,1954,PhD,Married,65324.0,0,1,2014-11-01,0,384,0,102,21,32,5,3,6,2,9,4,0,0,0,0,0,0,3,11,0
4856,1957,2n Cycle,Married,82347.0,0,0,2012-06-11,38,556,54,845,202,133,63,1,7,7,10,3,1,0,0,1,0,0,3,11,0
